18889537706773008351232,5,2^74 + 2^56 - 2^48 - 2^39 - 2^38,76
20146150371637483012096,5,2^74 + 2^70 + 2^66 + 2^61 + 2^37,74
-18815678638661832802304,5,-(2^74 - 2^66 - 2^48 - 2^45 + 2^37),74
18927512336595121340416,5,2^74 + 2^65 + 2^60 - 2^42 - 2^37,74
-18889465689723461697536,5,-(2^74 - 2^48 + 2^45 + 2^42 + 2^37),74
18891807800948351303680,5,2^74 + 2^61 + 2^55 - 2^41 - 2^37,74
19774909645779688751104,5,2^74 + 2^70 - 2^68 - 2^40 - 2^37,74
19774909645779688751104,5,2^74 + 2^69 + 2^68 - 2^40 - 2^37,74
18889506462638276608000,5,2^74 + 2^55 + 2^52 - 2^40 - 2^37,74
-21435116613719218454528,5,-(2^74 + 2^71 + 2^67 + 2^65 + 2^36),72
-21269098168718207221760,5,-(2^74 + 2^71 + 2^64 + 2^51 - 2^36),72
-18890043447693327466496,5,-(2^74 + 2^59 + 2^50 - 2^46 - 2^36),72
19184631886172095774720,5,2^74 + 2^68 + 2^54 + 2^45 - 2^36,72
17690427584348365520896,5,2^74 - 2^70 - 2^64 + 2^44 + 2^36,72
18890042445076161888256,5,2^74 + 2^59 + 2^45 + 2^44 + 2^36,72
18852573015145927671808,5,2^74 - 2^65 + 2^49 + 2^43 + 2^36,72
18889538033121803370496,5,2^74 + 2^56 + 2^45 + 2^43 + 2^36,72
-18890618830924235669504,5,-(2^74 + 2^60 - 2^44 - 2^42 - 2^36),72
19185766756994309423104,5,2^74 + 2^68 + 2^60 - 2^40 - 2^36,72
-18298881890400126107648,5,-(2^74 - 2^69 - 2^58 - 2^38 - 2^36),72
-18889394014828189712384,5,-(2^74 - 2^56 + 2^47 + 2^37 + 2^36),72
-18889465922888646262784,5,-(2^74 - 2^44 + 2^43 + 2^37 + 2^36),72
18888880498745754517504,5,2^74 - 2^59 - 2^53 + 2^45 + 2^35,70
19461314988933124194304,5,2^74 + 2^69 - 2^64 - 2^43 - 2^35,70
-18890690901746772869120,5,-(2^74 + 2^60 + 2^56 - 2^43 - 2^35),70
-14167027389881026347008,5,-(2^74 - 2^72 - 2^56 - 2^40 - 2^35),70
18880243123525550866432,5,2^74 - 2^63 + 2^49 + 2^40 + 2^35,70
-14019525495778741059584,5,-(2^74 - 2^72 - 2^67 - 2^38 + 2^35),70
18880238056151336353792,5,2^74 - 2^63 - 2^52 + 2^38 + 2^35,70
-18907948704521108062208,5,-(2^74 + 2^64 + 2^55 + 2^37 + 2^35),70
18894079869193742712832,5,2^74 + 2^62 + 2^51 - 2^36 - 2^35,70
19046335313716329840640,5,2^74 + 2^67 + 2^63 + 2^56 + 2^34,68
-18815859099186017337344,5,-(2^74 - 2^66 + 2^57 + 2^55 + 2^34),68
18299169276677765201920,5,2^74 - 2^69 - 2^49 - 2^48 - 2^34,68
18889447389331669909504,5,2^74 - 2^54 - 2^49 + 2^45 + 2^34,68
18889460829727448104960,5,2^74 - 2^52 - 2^49 - 2^45 - 2^34,68
-18741891890910794350592,5,-(2^74 - 2^67 - 2^46 - 2^44 - 2^34),68
-18888890601041410654208,5,-(2^74 - 2^59 + 2^50 + 2^42 + 2^34),68
-18151596166348355403776,5,-(2^74 - 2^69 - 2^67 - 2^41 + 2^34),68
19332187791463813218304,5,2^74 + 2^68 + 2^67 + 2^41 + 2^34,68
-21250648608846758543360,5,-(2^74 + 2^71 - 2^49 - 2^40 - 2^34),68
-18898689308446058086400,5,-(2^74 + 2^63 + 2^42 + 2^39 - 2^34),68
-18815681207138175156224,5,-(2^74 - 2^66 + 2^51 + 2^37 + 2^34),68
18834125699205912592384,5,2^74 - 2^65 - 2^64 - 2^36 + 2^34,68
17706568467700416249856,5,2^74 - 2^70 - 2^61 - 2^36 + 2^34,68
18834125699205912592384,5,2^74 - 2^65 - 2^64 - 2^35 - 2^34,68
17706568467700416249856,5,2^74 - 2^70 - 2^61 - 2^35 - 2^34,68
18890619134475344281600,5,2^74 + 2^60 + 2^48 + 2^35 - 2^34,68
18889429885140915453952,5,2^74 - 2^55 - 2^44 + 2^35 + 2^34,68
-19479761741717027422208,5,-(2^74 + 2^69 - 2^36 - 2^35 - 2^34),68
-18142372796484754079744,5,-(2^74 - 2^69 - 2^67 - 2^63 - 2^33),66
18299147603113148416000,5,2^74 - 2^69 - 2^54 - 2^52 - 2^33,66
-18889515471083071864832,5,-(2^74 + 2^55 + 2^53 + 2^52 + 2^33),66
-18889612579950037041152,5,-(2^74 + 2^57 + 2^51 + 2^48 + 2^33),66
19073933442575830614016,5,2^74 + 2^67 + 2^65 + 2^46 - 2^33,66
-18884836301438978097152,5,-(2^74 - 2^62 - 2^54 + 2^46 + 2^33),66
-18889467409213618651136,5,-(2^74 + 2^50 + 2^48 + 2^46 - 2^33),66
13871951508236620791808,5,2^74 - 2^72 - 2^68 - 2^45 - 2^33,66
18889443378287481978880,5,2^74 - 2^54 - 2^52 - 2^45 - 2^33,66
-18889464730803293388800,5,-(2^74 - 2^50 - 2^46 - 2^42 - 2^33),66
-18889475080523425513472,5,-(2^74 + 2^53 + 2^47 + 2^40 + 2^33),66
-18336063609825640054784,5,-(2^74 - 2^69 + 2^65 + 2^39 + 2^33),66
-18594315775057760092160,5,-(2^74 - 2^68 - 2^51 + 2^39 + 2^33),66
-18299170684628174372864,5,-(2^74 - 2^69 + 2^49 + 2^39 + 2^33),66
21250649163833842597888,5,2^74 + 2^71 - 2^43 - 2^38 - 2^33,66
19479761777081788137472,5,2^74 + 2^69 + 2^45 + 2^36 - 2^33,66
18594318043968723484672,5,2^74 - 2^68 + 2^44 + 2^36 + 2^33,66
18889537989287367147520,5,2^74 + 2^56 + 2^37 + 2^36 + 2^33,66
-18899265764241969250304,5,-(2^74 + 2^63 + 2^59 - 2^34 - 2^33),66
-18815679095947000807424,5,-(2^74 - 2^66 + 2^47 + 2^34 + 2^33),66
-18866263386194073092096,5,-(2^74 - 2^64 - 2^62 - 2^57 - 2^32),64
-14167092693205199618048,5,-(2^74 - 2^72 - 2^52 - 2^51 - 2^32),64
-18889518848769907490816,5,-(2^74 + 2^56 - 2^54 - 2^50 - 2^32),64
-18889518848769907490816,5,-(2^74 + 2^55 + 2^54 - 2^50 - 2^32),64
19110826825174428418048,5,2^74 + 2^68 - 2^66 - 2^45 - 2^32,64
19110826825174428418048,5,2^74 + 2^67 + 2^66 - 2^45 - 2^32,64
19186919644478480318464,5,2^74 + 2^68 + 2^61 - 2^45 - 2^32,64
-19479761583503317139456,5,-(2^74 + 2^69 - 2^47 - 2^44 - 2^32),64
18963257420164844486656,5,2^74 + 2^66 + 2^52 + 2^43 - 2^32,64
18907912820683530305536,5,2^74 + 2^64 + 2^47 + 2^42 - 2^32,64
18890042389477810241536,5,2^74 + 2^59 - 2^41 - 2^39 - 2^32,64
18963829368796305424384,5,2^74 + 2^66 + 2^59 + 2^38 - 2^32,64
18889465843384506646528,5,2^74 - 2^46 - 2^44 - 2^37 + 2^32,64
-21545797078071281451008,5,-(2^74 + 2^71 + 2^68 - 2^34 - 2^32),64
18898977533878702440448,5,2^74 + 2^63 + 2^58 - 2^33 - 2^32,64
18889466002384195944448,5,2^74 + 2^46 + 2^39 - 2^33 - 2^32,64
18868136883645501669376,5,2^74 - 2^64 - 2^61 - 2^59 + 2^31,62
20070203919181734215680,5,2^74 + 2^70 + 2^57 + 2^51 - 2^31,62
18907623319274084368384,5,2^74 + 2^64 - 2^58 - 2^50 - 2^31,62
18894005278425846120448,5,2^74 + 2^62 - 2^56 - 2^48 - 2^31,62
-18880170642587323990016,5,-(2^74 - 2^63 - 2^56 + 2^47 + 2^31),62
-14167097337548757794816,5,-(2^74 - 2^72 - 2^51 + 2^47 + 2^31),62
-18889443431074777530368,5,-(2^74 - 2^54 - 2^52 + 2^44 + 2^31),62
-18889463400404961198080,5,-(2^74 - 2^51 - 2^48 + 2^41 + 2^31),62
18852590458281574531072,5,2^74 - 2^65 + 2^54 + 2^39 + 2^31,62
-21259872545085549707264,5,-(2^74 + 2^71 + 2^63 + 2^37 - 2^31),62
-18814526033543844331520,5,-(2^74 - 2^66 - 2^60 - 2^37 + 2^31),62
-16527706229151868387328,5,-(2^74 - 2^71 - 2^59 - 2^37 - 2^31),62
-18891772900527287828480,5,-(2^74 + 2^61 + 2^50 + 2^37 + 2^31),62
-18888889461790597971968,5,-(2^74 - 2^59 - 2^43 - 2^37 - 2^31),62
18889506463946094149632,5,2^74 + 2^55 + 2^52 + 2^36 + 2^31,62
-21250649735934223843328,5,-(2^74 + 2^71 + 2^49 + 2^36 + 2^31),62
18889463662157448085504,5,2^74 - 2^51 - 2^44 + 2^36 + 2^31,62
-18888312869272992874496,5,-(2^74 - 2^60 - 2^47 + 2^35 + 2^31),62
-18889463644457887858688,5,-(2^74 - 2^51 - 2^45 - 2^35 - 2^31),62
-18815678955495127777280,5,-(2^74 - 2^66 + 2^38 + 2^35 + 2^31),62
-18889610047235739877376,5,-(2^74 + 2^57 + 2^39 + 2^34 + 2^31),62
21176862196607827836928,5,2^74 + 2^71 - 2^66 - 2^33 - 2^31,62
18912524361581455212544,5,2^74 + 2^64 + 2^62 + 2^33 + 2^31,62
18889463679139748773888,5,2^74 - 2^51 - 2^39 + 2^33 + 2^31,62
19041651570080242204672,5,2^74 + 2^67 + 2^62 - 2^32 - 2^31,62
12986498820693343338496,5,2^74 - 2^72 - 2^70 - 2^53 + 2^30,60
19203059454830662647808,5,2^74 + 2^68 + 2^64 - 2^50 - 2^30,60
18879954892016601530368,5,2^74 - 2^63 - 2^58 + 2^49 + 2^30,60
17708875577399638491136,5,2^74 - 2^70 + 2^50 + 2^47 + 2^30,60
-18889463327833972539392,5,-(2^74 - 2^51 - 2^48 - 2^46 - 2^30),60
-18299167886913321304064,5,-(2^74 - 2^69 - 2^51 + 2^44 + 2^30),60
-18298881886344603238400,5,-(2^74 - 2^69 - 2^58 - 2^42 - 2^30),60
-18741893109187931537408,5,-(2^74 - 2^67 + 2^50 + 2^42 + 2^30),60
18886871855893118451712,5,2^74 - 2^61 - 2^58 - 2^41 - 2^30,60
-18889465359183852339200,5,-(2^74 - 2^49 - 2^43 - 2^39 + 2^30),60
18907912679674385268736,5,2^74 + 2^64 + 2^42 - 2^38 - 2^30,60
18889033585775840591872,5,2^74 - 2^58 - 2^57 - 2^37 - 2^30,60
18889465896982477275136,5,2^74 - 2^45 + 2^39 + 2^37 + 2^30,60
19184616088525393100800,5,2^74 + 2^68 + 2^51 + 2^36 - 2^30,60
18889469309245947117568,5,2^74 + 2^51 + 2^50 + 2^36 - 2^30,60
18889610051132348956672,5,2^74 + 2^57 + 2^42 + 2^36 - 2^30,60
18889466002877043441664,5,2^74 + 2^46 + 2^40 - 2^36 - 2^30,60
18889466495048083308544,5,2^74 + 2^49 + 2^39 + 2^36 + 2^30,60
-18884854244396075319296,5,-(2^74 - 2^62 - 2^40 + 2^35 + 2^30),60
-21324436149189988057088,5,-(2^74 + 2^71 + 2^66 - 2^34 - 2^30),60
21250649173204387495936,5,2^74 + 2^71 + 2^38 + 2^34 - 2^30,60
19110826860359874248704,5,2^74 + 2^68 - 2^66 - 2^31 - 2^30,60
19110826860359874248704,5,2^74 + 2^67 + 2^66 - 2^31 - 2^30,60
15936833958180982620160,5,2^74 - 2^71 - 2^69 - 2^60 + 2^29,58
17714638918284740657152,5,2^74 - 2^70 + 2^62 + 2^60 + 2^29,58
-21259874796749535051776,5,-(2^74 + 2^71 + 2^63 + 2^51 - 2^29),58
-21840945546221525663744,5,-(2^74 + 2^71 + 2^69 + 2^49 - 2^29),58
-18004022356678547603456,5,-(2^74 - 2^70 + 2^68 + 2^47 + 2^29),58
-18004022356678547603456,5,-(2^74 - 2^69 - 2^68 + 2^47 + 2^29),58
-18890043095917789184000,5,-(2^74 + 2^59 + 2^49 + 2^47 - 2^29),58
-18891774096656889282560,5,-(2^74 + 2^61 + 2^51 + 2^46 + 2^29),58
18557424555744531841024,5,2^74 - 2^68 - 2^65 + 2^44 + 2^29,58
-19037048893465998393344,5,-(2^74 + 2^67 + 2^53 + 2^41 - 2^29),58
18963252918767998468096,5,2^74 + 2^66 + 2^43 + 2^41 - 2^29,58
19037048892366486765568,5,2^74 + 2^67 + 2^53 + 2^40 - 2^29,58
18889466011743466553344,5,2^74 + 2^46 + 2^43 + 2^40 + 2^29,58
-20365205457443527589888,5,-(2^74 + 2^70 + 2^68 + 2^36 - 2^29),58
18299170138746957856768,5,2^74 - 2^69 + 2^44 + 2^35 + 2^29,58
18889465967177812148224,5,2^74 + 2^45 + 2^39 - 2^35 - 2^29,58
18889465944690437128192,5,2^74 + 2^43 + 2^42 + 2^34 + 2^29,58
-18889763169063114113024,5,-(2^74 + 2^58 + 2^53 + 2^33 + 2^29),58
18889177700824866881536,5,2^74 - 2^58 - 2^38 - 2^31 - 2^29,58
18888889470591522832384,5,2^74 - 2^59 - 2^37 + 2^31 + 2^29,58
-21398223125501469261824,5,-(2^74 + 2^71 + 2^67 - 2^30 - 2^29),58
18889465887497578872832,5,2^74 - 2^45 - 2^43 - 2^30 + 2^29,58
19332764250000181952512,5,2^74 + 2^68 + 2^67 + 2^59 + 2^28,56
-16528102546058931863552,5,-(2^74 - 2^71 - 2^57 - 2^55 + 2^28),56
18889686607860053573632,5,2^74 + 2^57 + 2^56 + 2^52 - 2^28,56
18575872408125693755392,5,2^74 - 2^68 - 2^64 + 2^50 + 2^28,56
-20072363377612751372288,5,-(2^74 + 2^70 + 2^61 - 2^44 - 2^28),56
-18880242515461529403392,5,-(2^74 - 2^63 - 2^45 - 2^43 + 2^28),56
-18889754720406371041280,5,-(2^74 + 2^58 + 2^49 - 2^42 - 2^28),56
-18889470720951499882496,5,-(2^74 + 2^52 + 2^48 + 2^42 + 2^28),56
18889519972474817609728,5,2^74 + 2^56 - 2^54 - 2^41 - 2^28,56
18889519972474817609728,5,2^74 + 2^55 + 2^54 - 2^41 - 2^28,56
-18888312939536778788864,5,-(2^74 - 2^60 - 2^46 - 2^36 + 2^28),56
18594318008776029896704,5,2^74 - 2^68 - 2^44 + 2^36 + 2^28,56
18898689303497987325952,5,2^74 + 2^64 - 2^63 - 2^34 - 2^28,56
18926359489985885765632,5,2^74 + 2^65 + 2^46 - 2^33 - 2^28,56
-18889456915481354043392,5,-(2^74 - 2^53 - 2^43 - 2^31 + 2^28),56
18815680081084454797312,5,2^74 - 2^66 + 2^50 + 2^29 + 2^28,56
-18889466072249623642112,5,-(2^74 + 2^47 + 2^35 - 2^29 - 2^28),56
-18891771774482694275072,5,-(2^74 + 2^61 - 2^32 - 2^29 - 2^28),56
20064292944672823705600,5,2^74 + 2^70 - 2^62 - 2^60 - 2^27,54
-19037337121643797938176,5,-(2^74 + 2^67 + 2^58 + 2^53 + 2^27),54
-18888890174413853425664,5,-(2^74 - 2^59 + 2^49 + 2^47 + 2^27),54
18889455780787099009024,5,2^74 - 2^53 - 2^50 - 2^44 - 2^27,54
-18889177542772888961024,5,-(2^74 - 2^58 - 2^47 - 2^44 + 2^27),54
-18889468755024306765824,5,-(2^74 + 2^51 + 2^49 + 2^43 - 2^27),54
18889456792338064998400,5,2^74 - 2^53 - 2^47 + 2^43 + 2^27,54
-18815677827084946767872,5,-(2^74 - 2^66 - 2^50 - 2^41 + 2^27),54
-18963257412472423841792,5,-(2^74 + 2^66 + 2^52 + 2^40 - 2^27),54
18852572441956637999104,5,2^74 - 2^65 - 2^40 - 2^38 - 2^27,54
-18889463670745100976128,5,-(2^74 - 2^51 - 2^43 - 2^37 - 2^27),54
18889303801823141822464,5,2^74 - 2^57 - 2^54 - 2^36 - 2^27,54
18889466485563587559424,5,2^74 + 2^49 - 2^43 - 2^36 - 2^27,54
-18889466494909436395520,5,-(2^74 + 2^49 + 2^39 - 2^36 - 2^27),54
21255260858966056370176,5,2^74 + 2^71 + 2^62 + 2^35 - 2^27,54
18880242418687192072192,5,2^74 - 2^63 - 2^47 - 2^34 + 2^27,54
18926359349248531628032,5,2^74 + 2^65 - 2^46 - 2^33 - 2^27,54
18299169558165761032192,5,2^74 - 2^69 - 2^49 - 2^32 + 2^27,54
18299170116726257876992,5,2^74 - 2^69 - 2^42 + 2^32 + 2^27,54
-18884854245324996214784,5,-(2^74 - 2^62 - 2^37 + 2^31 + 2^27),54
-18889465931625817702400,5,-(2^74 + 2^37 + 2^33 + 2^30 + 2^27),54
-19479905857025765015552,5,-(2^74 + 2^69 + 2^57 + 2^29 - 2^27),54
-18871037201804051873792,5,-(2^74 - 2^64 + 2^54 + 2^29 + 2^27),54
-19479905857025765015552,5,-(2^74 + 2^69 + 2^57 + 2^28 + 2^27),54
18889177698903808540672,5,2^74 - 2^58 - 2^41 + 2^28 + 2^27,54
17861059949369340461056,5,2^74 - 2^70 + 2^67 + 2^62 + 2^26,52
-19042228030838920970240,5,-(2^74 + 2^67 + 2^62 + 2^59 - 2^26),52
18594137882314066100224,5,2^74 - 2^68 - 2^57 - 2^55 - 2^26,52
20365207709175091560448,5,2^74 + 2^70 + 2^68 + 2^51 - 2^26,52
-18890049147630258225152,5,-(2^74 + 2^59 + 2^53 - 2^51 - 2^26),52
-19037033128668749103104,5,-(2^74 + 2^67 - 2^52 - 2^51 - 2^26),52
-18890049147630258225152,5,-(2^74 + 2^59 + 2^52 + 2^51 - 2^26),52
-18891771457828378640384,5,-(2^74 + 2^61 - 2^48 - 2^45 - 2^26),52
-21213755667173731205120,5,-(2^74 + 2^71 - 2^65 - 2^44 - 2^26),52
-18594299994308599611392,5,-(2^74 - 2^68 - 2^54 - 2^44 + 2^26),52
-18880243702933886074880,5,-(2^74 - 2^63 + 2^50 + 2^44 + 2^26),52
18294558443897607946240,5,2^74 - 2^69 - 2^62 + 2^43 + 2^26,52
17708730204369253826560,5,2^74 - 2^70 - 2^57 + 2^43 + 2^26,52
18879666094291309035520,5,2^74 - 2^63 - 2^59 - 2^42 - 2^26,52
-14167101702607839690752,5,-(2^74 - 2^72 + 2^51 + 2^41 + 2^26),52
18880242558892037373952,5,2^74 - 2^63 - 2^40 + 2^39 + 2^26,52
18889474940327170146304,5,2^74 + 2^53 + 2^40 + 2^39 + 2^26,52
18884856497534912167936,5,2^74 - 2^62 + 2^51 + 2^38 + 2^26,52
-18299169558032549937152,5,-(2^74 - 2^69 - 2^49 - 2^37 + 2^26),52
-18889465926118528778240,5,-(2^74 - 2^42 - 2^40 + 2^37 + 2^26),52
18889466072353441054720,5,2^74 + 2^47 + 2^38 - 2^37 - 2^26,52
16528282672382919835648,5,2^74 - 2^71 - 2^44 - 2^36 + 2^26,52
