-18889468192074487562240,3,-(2^74 + 2^51 + 2^43),86
-16376097051435654447104,4,-(2^74 - 2^71 - 2^67 - 2^62),124
-18557280422963733069824,4,-(2^74 - 2^68 - 2^65 - 2^57),114
-18298035214013777838080,4,-(2^74 - 2^69 - 2^60 + 2^54),108
-18815093487232184483840,4,-(2^74 - 2^66 - 2^59 - 2^53),106
-19479762832552821260288,4,-(2^74 + 2^69 + 2^50 - 2^45),90
18887164609661180575744,4,2^74 - 2^61 + 2^52 + 2^44,88
-20070057578584271224832,4,-(2^74 + 2^70 + 2^45 - 2^43),86
-20070057578584271224832,4,-(2^74 + 2^70 + 2^44 + 2^43),86
-18889468192074487562240,4,-(2^74 + 2^51 + 2^44 - 2^43),86
18815390720409544425472,4,2^74 - 2^66 - 2^58 - 2^42,84
-18889465922888646262784,4,-(2^74 - 2^43 + 2^37 + 2^36),72
18890619134475344281600,4,2^74 + 2^60 + 2^48 + 2^34,68
18889465887497578872832,4,2^74 - 2^45 - 2^43 - 2^29,58
18898689303497987325952,4,2^74 + 2^63 - 2^34 - 2^28,56
18880242558892037373952,4,2^74 - 2^63 - 2^39 + 2^26,52
18889466072353441054720,4,2^74 + 2^47 + 2^37 - 2^26,52
18889483946151934689280,4,2^74 + 2^54 + 2^38 - 2^25,50
-18889754161854430576640,4,-(2^74 + 2^58 - 2^28 - 2^25),50
-14167100574508859260928,4,-(2^74 - 2^72 + 2^50 + 2^24),48
-16528282690044311896064,4,-(2^74 - 2^71 + 2^29 + 2^24),48
18898689866465397440512,4,2^74 + 2^63 + 2^49 + 2^23,46
18889447919279103016960,4,2^74 - 2^54 + 2^41 + 2^23,46
-18594318026290629705728,4,-(2^74 - 2^68 - 2^33 - 2^23),46
18889754443329707180032,4,2^74 + 2^58 + 2^48 - 2^21,42
-18889466072215530242048,4,-(2^74 + 2^47 - 2^29 - 2^21),42
18889465896294198280192,4,2^74 - 2^45 - 2^23 - 2^21,42
-18889754443329709801472,4,-(2^74 + 2^58 + 2^48 + 2^19),38
18889465931547291418624,4,2^74 + 2^36 - 2^23 - 2^19,38
18299170120982436511744,4,2^74 - 2^69 - 2^37 + 2^18,36
18880242559439578857472,4,2^74 - 2^63 - 2^31 + 2^18,36
-18894077617495934369792,4,-(2^74 + 2^62 - 2^30 - 2^17),34
-16376097051435654447104,5,-(2^74 - 2^71 - 2^67 - 2^63 + 2^62),124
19191243135309423050752,5,2^74 + 2^68 + 2^63 - 2^61 - 2^58,116
19191243135309423050752,5,2^74 + 2^68 + 2^62 + 2^61 - 2^58,116
-18557280422963733069824,5,-(2^74 - 2^68 - 2^65 - 2^58 + 2^57),114
-18870082438682378240000,5,-(2^74 - 2^64 - 2^59 - 2^58 - 2^56),112
-18870082438682378240000,5,-(2^74 - 2^64 - 2^60 + 2^57 + 2^56),112
-18298035214013777838080,5,-(2^74 - 2^69 - 2^61 + 2^60 + 2^54),108
-20088459260273428004864,5,-(2^74 + 2^70 + 2^64 - 2^55 - 2^53),106
-18815093487232184483840,5,-(2^74 - 2^66 - 2^59 - 2^54 + 2^53),106
-18814377414891432574976,5,-(2^74 - 2^66 - 2^60 - 2^57 - 2^52),104
17524407432974027456512,5,2^74 - 2^70 - 2^67 - 2^65 + 2^49,98
-12985931930089174335488,5,-(2^74 - 2^72 - 2^70 - 2^59 + 2^49),98
19470465749256440381440,5,2^74 + 2^69 - 2^63 - 2^56 - 2^49,98
19060098032685417496576,5,2^74 + 2^67 + 2^64 + 2^62 - 2^48,96
-18962027647199797575680,5,-(2^74 + 2^66 - 2^60 - 2^56 - 2^48),96
-17711216464042378919936,5,-(2^74 - 2^70 + 2^61 + 2^55 + 2^48),96
-17699632642850828582912,5,-(2^74 - 2^70 - 2^63 - 2^54 - 2^48),96
-21250792443676549185536,5,-(2^74 + 2^71 + 2^57 - 2^49 - 2^48),96
18898635119582418829312,5,2^74 + 2^63 - 2^55 - 2^54 - 2^47,94
-17708955516291950575616,5,-(2^74 - 2^70 + 2^56 + 2^53 + 2^47),94
14158452607693128466432,5,2^74 - 2^72 - 2^63 + 2^59 + 2^46,92
-18668032874631284129792,5,-(2^74 - 2^67 - 2^66 - 2^56 - 2^46),92
19332151690081846951936,5,2^74 + 2^69 - 2^67 - 2^55 - 2^46,92
19332151690081846951936,5,2^74 + 2^68 + 2^67 - 2^55 - 2^46,92
-19479835980862393942016,5,-(2^74 + 2^69 + 2^56 + 2^51 - 2^46),92
-18806455231303166984192,5,-(2^74 - 2^66 - 2^63 - 2^48 - 2^46),92
-18580483003428317954048,5,-(2^74 - 2^68 - 2^64 + 2^62 + 2^45),90
-18580483003428317954048,5,-(2^74 - 2^68 - 2^63 - 2^62 + 2^45),90
-18742612590013655810048,5,-(2^74 - 2^67 + 2^59 + 2^57 + 2^45),90
-18741801942080729120768,5,-(2^74 - 2^67 - 2^56 - 2^54 + 2^45),90
-18886002698549505032192,5,-(2^74 - 2^61 - 2^60 - 2^52 + 2^45),90
-19479762832552821260288,5,-(2^74 + 2^69 + 2^51 - 2^50 - 2^45),90
-21840945088825225379840,5,-(2^74 + 2^71 + 2^69 + 2^47 - 2^45),90
-21840945088825225379840,5,-(2^74 + 2^71 + 2^69 + 2^46 + 2^45),90
19507431875540036878336,5,2^74 + 2^69 + 2^64 + 2^63 + 2^44,88
18887164609661180575744,5,2^74 - 2^62 + 2^61 + 2^52 + 2^44,88
-18151597312022291677184,5,-(2^74 - 2^69 - 2^67 + 2^50 + 2^44),88
18447032312881796349952,5,2^74 - 2^69 + 2^67 + 2^58 + 2^43,86
18447032312881796349952,5,2^74 - 2^68 - 2^67 + 2^58 + 2^43,86
-18967855577796498685952,5,-(2^74 + 2^66 + 2^62 - 2^53 - 2^43),86
14167176018598693961728,5,2^74 - 2^72 + 2^56 + 2^52 + 2^43,86
-13871951253158513082368,5,-(2^74 - 2^72 - 2^68 - 2^48 - 2^43),86
19032428154069364768768,5,2^74 + 2^67 - 2^62 - 2^45 - 2^43,86
-20070057578584271224832,5,-(2^74 + 2^70 + 2^46 - 2^45 - 2^43),86
18924053550228507197440,5,2^74 + 2^65 - 2^61 - 2^44 - 2^43,86
-18889468192074487562240,5,-(2^74 + 2^51 + 2^45 - 2^44 - 2^43),86
19129273600038758514688,5,2^74 + 2^67 + 2^66 + 2^64 - 2^42,84
19129273600038758514688,5,2^74 + 2^68 - 2^65 - 2^64 - 2^42,84
-21248271267912105328640,5,-(2^74 + 2^71 - 2^61 - 2^56 - 2^42),84
19110790827168029999104,5,2^74 + 2^68 - 2^66 - 2^55 - 2^42,84
19110790827168029999104,5,2^74 + 2^67 + 2^66 - 2^55 - 2^42,84
-17708870928663402512384,5,-(2^74 - 2^70 - 2^51 - 2^50 - 2^42),84
18884872827206662881280,5,2^74 - 2^62 + 2^54 + 2^49 + 2^42,84
18909065627843222831104,5,2^74 + 2^64 + 2^60 + 2^45 - 2^42,84
18815390720409544425472,5,2^74 - 2^66 - 2^58 - 2^43 + 2^42,84
18146984484710794657792,5,2^74 - 2^69 - 2^67 - 2^62 + 2^41,82
18888267976176723558400,5,2^74 - 2^60 - 2^55 - 2^53 + 2^41,82
-18889502556210902073344,5,-(2^74 + 2^55 + 2^49 + 2^45 - 2^41),82
-18963324954372340711424,5,-(2^74 + 2^66 + 2^56 - 2^43 - 2^41),82
13576803644847299756032,5,2^74 - 2^72 - 2^69 + 2^42 + 2^41,82
18964117597802362568704,5,2^74 + 2^66 + 2^60 - 2^58 - 2^40,80
18964117597802362568704,5,2^74 + 2^66 + 2^59 + 2^58 - 2^40,80
14166808967532481871872,5,2^74 - 2^72 - 2^58 - 2^51 + 2^40,80
-18815677265234370756608,5,-(2^74 - 2^66 - 2^50 - 2^49 - 2^40),80
-18886583488079087009792,5,-(2^74 - 2^61 - 2^59 - 2^47 + 2^40),80
18299097994256604725248,5,2^74 - 2^69 - 2^56 - 2^46 + 2^40,80
21250648995892031389696,5,2^74 + 2^71 - 2^47 - 2^45 - 2^40,80
-18894005554405412175872,5,-(2^74 + 2^62 - 2^56 - 2^42 - 2^40),80
19517808150939556642816,5,2^74 + 2^69 + 2^65 + 2^60 - 2^39,78
-18852392298796311117824,5,-(2^74 - 2^65 - 2^57 - 2^55 - 2^39),78
18890061533079056416768,5,2^74 + 2^59 + 2^54 + 2^50 + 2^39,78
-18815677758365335814144,5,-(2^74 - 2^66 - 2^50 - 2^46 - 2^39),78
18890621086641059528704,5,2^74 + 2^60 + 2^51 - 2^44 - 2^39,78
18877936725778361221120,5,2^74 - 2^63 - 2^61 + 2^43 + 2^39,78
17709306656600275025920,5,2^74 - 2^70 + 2^58 + 2^57 + 2^38,76
13871942536505205981184,5,2^74 - 2^72 - 2^68 - 2^53 + 2^38,76
-18889456572160727318528,5,-(2^74 - 2^53 - 2^48 - 2^46 - 2^38),76
-19480338205063491092480,5,-(2^74 + 2^69 + 2^59 + 2^41 + 2^38),76
18889249761170368233472,5,2^74 - 2^58 + 2^56 + 2^41 + 2^38,76
18889249761170368233472,5,2^74 - 2^57 - 2^56 + 2^41 + 2^38,76
-18594327034323116490752,5,-(2^74 - 2^68 + 2^53 + 2^39 + 2^38),76
