-18889763169063114113024,5,-(2^74 + 2^58 + 2^53 + 2^33 + 2^29),58
19332764250000181952512,5,2^74 + 2^68 + 2^67 + 2^59 + 2^28,56
-18889470720951499882496,5,-(2^74 + 2^52 + 2^48 + 2^42 + 2^28),56
-19037337121643797938176,5,-(2^74 + 2^67 + 2^58 + 2^53 + 2^27),54
-18889465931625817702400,5,-(2^74 + 2^37 + 2^33 + 2^30 + 2^27),54
-19479905857025765015552,5,-(2^74 + 2^69 + 2^57 + 2^28 + 2^27),54
18889474940327170146304,5,2^74 + 2^53 + 2^40 + 2^39 + 2^26,52
-18891915889710297251840,5,-(2^74 + 2^61 + 2^57 + 2^35 + 2^26),52
18890623358781871882240,5,2^74 + 2^60 + 2^52 + 2^41 + 2^25,50
18889610051339614683136,5,2^74 + 2^57 + 2^42 + 2^38 + 2^25,50
-18889466081013269528576,5,-(2^74 + 2^47 + 2^43 + 2^30 + 2^25),50
18889465940412196716544,5,2^74 + 2^43 + 2^37 + 2^26 + 2^24,48
18894078180447011995648,5,2^74 + 2^62 + 2^49 + 2^25 + 2^24,48
18944878221293755826176,5,2^74 + 2^65 + 2^64 + 2^56 + 2^23,46
-18890042674255625191424,5,-(2^74 + 2^59 + 2^48 + 2^39 + 2^23),46
21269095917261999308800,5,2^74 + 2^71 + 2^64 + 2^38 + 2^23,46
19479762867805921214464,5,2^74 + 2^69 + 2^50 + 2^36 + 2^23,46
18889465933695866109952,5,2^74 + 2^41 + 2^34 + 2^30 + 2^23,46
19221543353602375942144,5,2^74 + 2^68 + 2^65 + 2^55 + 2^22,44
21324445156407500603392,5,2^74 + 2^71 + 2^66 + 2^53 + 2^22,44
18889537998418471813120,5,2^74 + 2^56 + 2^43 + 2^39 + 2^22,44
18891776278121785851904,5,2^74 + 2^61 + 2^52 + 2^35 + 2^22,44
-18889466001920343670784,5,-(2^74 + 2^46 + 2^36 + 2^32 + 2^22),44
19037039901660581724160,5,2^74 + 2^67 + 2^44 + 2^27 + 2^22,44
19184614963107598434304,5,2^74 + 2^68 + 2^50 + 2^39 + 2^21,42
-18894078180584402714624,5,-(2^74 + 2^62 + 2^49 + 2^37 + 2^21),42
-18889468192143209136128,5,-(2^74 + 2^51 + 2^43 + 2^36 + 2^21),42
18889474938969895469056,5,2^74 + 2^53 + 2^38 + 2^34 + 2^21,42
18907984733146867302400,5,2^74 + 2^64 + 2^56 + 2^29 + 2^21,42
-19037039884618283614208,5,-(2^74 + 2^67 + 2^39 + 2^28 + 2^21),42
19037039888500664565760,5,2^74 + 2^67 + 2^42 + 2^35 + 2^20,40
-18889470435095456251904,5,-(2^74 + 2^52 + 2^34 + 2^26 + 2^20),40
18889612298466475638784,5,2^74 + 2^57 + 2^51 + 2^22 + 2^20,40
-18889610046701019594752,5,-(2^74 + 2^57 + 2^35 + 2^21 + 2^20),40
-19479761748434356797440,5,-(2^74 + 2^69 + 2^42 + 2^41 + 2^19),38
18894077653780892483584,5,2^74 + 2^62 + 2^45 + 2^40 + 2^19,38
-18889538024257024950272,5,-(2^74 + 2^56 + 2^45 + 2^25 + 2^19),38
19037039885167773614080,5,2^74 + 2^67 + 2^40 + 2^22 + 2^19,38
21250653676513165312000,5,2^74 + 2^71 + 2^52 + 2^27 + 2^18,36
19037039884102684377088,5,2^74 + 2^67 + 2^35 + 2^26 + 2^18,36
18889466494978307129344,5,2^74 + 2^49 + 2^39 + 2^24 + 2^18,36
18889474940876863307776,5,2^74 + 2^53 + 2^41 + 2^22 + 2^18,36
18891776559562398760960,5,2^74 + 2^61 + 2^52 + 2^48 + 2^17,34
-19479761741843729088512,5,-(2^74 + 2^69 + 2^32 + 2^31 + 2^17),34
18889466072220632743936,5,2^74 + 2^47 + 2^32 + 2^28 + 2^17,34
-18891771809672167817216,5,-(2^74 + 2^61 + 2^45 + 2^20 + 2^17),34
18889470435078211502080,5,2^74 + 2^52 + 2^21 + 2^20 + 2^17,34
18894078743396915740672,5,2^74 + 2^62 + 2^50 + 2^19 + 2^17,34
